id,split,question,model_response,rating,explanation,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note
299,TEST,In which municipality did Typhoon Haiyan make its first eye landfall?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Typhoon_Haiyan#:~:text=the%20eye%20of%20the%20typhoon%20made%20its%20first%20landfall%20in%20the%20Philippines%20at%20Guiuan%2C%20Eastern%20Samar,"Guiuan, Eastern Samar",Guiuan,,,,,,,,,
300,TEST,"What time of day on August 15, 1947 did India become an independent nation?",,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Indian_independence_movement#Sovereignty_and_partition_of_India:~:text=Then%20at%2012%3A02%20A.M.%2C%20on%2015%20August%201947%20India%20became%20a%20sovereign%20and%20democratic%20nation.,12:02 AM,12:02,0:02,,,,,,,,
301,TEST,Where was Emily Joanna Carey born?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Emily_Carey#:~:text=Carey%20was%20born%20in%20the%20London%20Borough%20of%20Barnet.,Barnet,The London Borough of Barnet,London,North London,,,,,,,
302,TEST,"Along with streptococcus thermophilus, what other bacteria is used to make Bulgarian yogurt?",,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996614/#:~:text=Bulgarian%20yoghurt%20is%20a%20traditional,bulgaricus)%20and%20Streptococcus%20thermophilus.",Lactobacillus bulgaricus,L. bulgaricus,L. d. bulgaricus,Lactobacillus delbrueckii subsp. bulgaricus,Lactobacillus delbrueckii subspecies bulgaricus,,,,,,
303,TEST,When did Blackpink make their debut?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Blackpink#:~:text=Blackpink%20debuted%20in%20August%202016,2016,8-Aug-16,8-Aug-16,8-Aug-16,8-Aug-16,08/8/2016,08-8-2016,8/08/2016,8-08-2016,2016/8/8,
304,TEST,Which company developed Overwatch?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Overwatch_(video_game)#:~:text=Developer(s),Blizzard%20Entertainment",Blizzard Entertainment,Blizzard,,,,,,,,,
305,TEST,What is the heaviest reptile in the world?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/List_of_largest_reptiles#:~:text=Maximum%20length%20%5Bm%5D-,1,Saltwater%20crocodile,-400%20%E2%80%93%201%2C300%5B2",saltwater crocodile,crocodylus porosus,,,,,,,,,
306,TEST,Who first proposed the idea that all matter exhibits wave-particle duality?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Matter_wave#De_Broglie_relations:~:text=The%20concept%20that%20matter%20behaves%20like%20a%20wave%20was%20proposed%20by%20French%20physicist%20Louis%20de%20Broglie,Louis de Broglie,De Broglie,physicist Louis de Broglie,,,,,,,,
307,TEST,What state of Germany is the University of Konstanz located in?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/University_of_Konstanz#:~:text=of%20Konstanz%20in-,Baden%2DW%C3%BCrttemberg%2C%20Germany,-.%20Its%20main%20campus",Baden-Württemberg,,,,,,,,,,
308,TEST,What film starred Brad Pitt's first leading role?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Sun_(film)#:~:text=The%20Dark%20Side%20of%20the%20Sun%20is%20a%201988%20American%2DYugoslavian%20drama%20film%20directed%20by%20Bo%C5%BEidar%20Nikoli%C4%87%20and%20stars%20Brad%20Pitt%20in%20his%20first%20leading%20role,The Dark Side of the Sun,,,,,,,,,,
309,TEST,What was the date of Led Zeppelin's last UK concert?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://www.radiox.co.uk/artists/led-zeppelin/last-concert-with-john-bonham-1980-setlist/#:~:text=It%20turned%20out%20that%20these%20two%20dates%20(4%20and%2011%20August%201979)%20would%20be%20the%20band%27s%20final%20UK%20concerts.,11-Aug-79,11-Aug-79,11-Aug-79,11-Aug-79,08/11/1979,08-11-1979,11/08/1979,11-08-1979,1979/8/11,1979/8/11,
310,TEST,Which countries will host FIFA World Cup 2026?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup#:~:text=It%20will%20be%20jointly%20hosted%20by%2016%20cities%20in%20three%20North%20American%20countries%3A%20Canada%2C%20Mexico%2C%20and%20the%20United%20States.,"USA, Canada, and Mexico","Canada, Mexico, and the United States","the US, Canada and Mexico","Mexico, Canada, and the United States","U.S., Mexico, Canada",,,,,,
311,TEST,How many property cards are in Monopoly Deal's dark blue set?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://monopolydealrules.com/index.php?page=cards#:~:text=include%3A%20Green%20Set%2C-,Dark%20Blue%20Set,-%2C%20Light%20Blue%20Set",2,two,,,,,,,,,
312,TEST,In what year was the UMass Outing Club founded?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://dailycollegian.com/2008/04/breaking-out/#:~:text=to%20change%20that.-,Established%20in%201922,-%2C%20the%20Outing%20Club",1922,,,,,,,,,,
313,TEST,How many players are on a basketball court at once including both teams?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://basketballword.com/number-players-allowed-on-court-at-once/#:~:text=a%20total%20of%2010%20players,10,ten,10 players,ten players,,,,,,,
314,TEST,What country is Kiwifruit native to?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Kiwifruit#:~:text=and%20unique%20flavour.-,Kiwifruit%20is%20native%20to%20central%20and%20eastern%20China.,-%5B1%5D%20The",China,mainland China,central and eastern China,,,,,,,,
315,TEST,What two things did Benjamin Franklin claim to be certain in this world?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://constitutioncenter.org/blog/benjamin-franklins-last-great-quote-and-the-constitution#:~:text=nothing%20is%20certain%20except%20death%20and%20taxes%2C%E2%80%9D%20Franklin%20said,Death and Taxes,Taxes and Death,death and taxes,,,,,,,,
316,TEST,When did the Chinese Tang Dynasty end?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Tang_dynasty#:~:text=The%20Tang%20dynasty%20(/t%C9%91%CB%90%C5%8B/%2C%5B7%5D%20%5Bt%CA%B0a%CC%8C%C5%8B%5D%3B%20Chinese%3A%20%E5%94%90%E6%9C%9D%5Ba%5D)%2C%20or%20the%20Tang%20Empire%2C%20was%20an%20imperial%20dynasty%20of%20China%20that%20ruled%20from%20618%20to%20907,907 AD,907,Tianyou 4,,,,,,,,
317,TEST,Which mountain is at the north end of the Appalachian Trail?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Mount_Katahdin#:~:text=Katahdin%20is%20the%20northern%20terminus%20of%20the%20Appalachian%20Trail,Mount Katahdin,Mt. Katahdin,Katahdin,"Mount Katahdin, Baxter Peak",,,,,,,
318,TEST,Which city does Disco Elysium take place in?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Disco_Elysium#:~:text=Events%20in%20the%20game%20take%20place%20in%20the%20impoverished%20district%20of%20Martinaise%20within%20the%20city%20of%20Revachol,Revachol,,,,,,,,,,
319,TEST,Which countries border the largest lake on Earth?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Caspian_Sea#:~:text=It%20is%20bounded%20by%20Kazakhstan%20to%20the%20northeast%2C%20Russia%20to%20the%20northwest%2C%20Azerbaijan%20to%20the%20southwest%2C%20Iran%20to%20the%20south%2C%20and%20Turkmenistan%20to%20the%20southeast.,"Kazakhstan, Turkmenistan, Iran, Azerbaijan, and Russia","Russia, Iran, Azerbaijan, Kazakhstan, and Turkmenistan","Iran, Russia, Azerbaijan, Turkmenistan, and Kazakhstan","Iran, Azerbaijan, Kazakhstan, Turkmenistan, and Russia","Kazakhstan, Iran, Azerbaijan, Russia, and Turkmenistan",Russian Federation,,,,,
320,TEST,Who is Elrond's father in J. R. R. Tolkien's Middle Earth stories?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/E%C3%A4rendil_and_Elwing#:~:text=E%C3%A4rendil%27s%20son%20Elrond,Eärendil,Earendil,Eärendil the Blessed,Bright Eärendil,,,,,,,
321,TEST,"On what month, day, and year was the Declaration of Independence signed?",,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Signing_of_the_United_States_Declaration_of_Independence#:~:text=The%20signing%20of%20the%20United%20States%20Declaration%20of%20Independence%20occurred%20primarily%20on%20August%202%2C%201776,"August 2, 1776. It is not July 4, 1776, which is when it was published.","Aug 2, 1776","August 2, 1776",2 Aug 1776,2 August 1776,08/02/1776,08-02-1776,02/08/1776,02-08-1776,1776/08/02,
322,TEST,Who was the first American president to defeat an incumbent president in a presidential election?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/List_of_presidents_who_did_not_win_reelection#:~:text=States%20presidential%20election-,Thomas%20Jefferson,-Adams%20placed%20third",Thomas Jefferson,,,,,,,,,,
323,TEST,"Who is currently holding the copyright to the short-story collection ""The Case-Book of Sherlock Holmes"" in the United States?",,,,2023,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Case-Book_of_Sherlock_Holmes#:~:text=They%20entered%20the%20public%20domain%20on%201%20January%202023%2C%20the%20year%20after%20the%2095th%20anniversary%20of%20the%20stories%27%20publication.,"No one as all books, films, and other works published in 1927 entered the public domain on 1 January 2023.",,,,,,,,,,
324,TEST,How many public payphones are left in New York City?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Payphone#:~:text=a%20few%20do%20remain%2C%20despite%20erroneous%20reports%20that%20the%20city%20removed%20the%20last%20public%20payphone%20in%202022,"A few do remain, despite incorrect reports that the city removed the last public payphone in 2022.",,,,,,,,,,
325,TEST,When did Elon Musk officially become Twitter's owner?,,,,2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Twitter,_Inc.#List_of_CEOs:~:text=On%20October%2027%2C%202022%2C%20Elon%20Musk%20closed%20a%20deal%20to%20purchase%20the%20company",27-Oct-22,27-Oct-22,27-Oct-22,27-Oct-22,10/27/2022,10-27-2022,27/10/2022,27-10-2022,2022/10/27,2022/10/27,
326,TEST,Who killed the former Japanese Prime Minister Shinzo Abe?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Shinzo_Abe#:~:text=A%2041%2Dyear%2Dold%20man%20named%20Tetsuya%20Yamagami%2C%20a%20former%20JMSDF%20member%2C%20was%20immediately%20arrested%20and%20later%20confessed%20to%20local%20police.,Tetsuya Yamagami,,,,,,,,,,
327,TEST,What was the first operational image taken by the James Webb Space Telescope?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Webb%27s_First_Deep_Field#:~:text=Webb%27s%20First%20Deep%20Field%20is%20the%20first%20operational%20image%20taken%20by%20the%20James%20Webb%20Space%20Telescope%20(JWST).,Webb's First Deep Field,,,,,,,,,,
328,TEST,Who revealed to the public the first operational image taken by NASA's James Webb Space Telescope at the White House?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Webb%27s_First_Deep_Field#:~:text=It%20was%20first%20revealed%20to%20the%20public%20during%20an%20event%20on%2011%20July%202022%20by%20U.S.%20President%20Joe%20Biden.,Joe Biden,Joseph Robinette Biden Jr,President Joe Biden,President Biden,U.S. President Joe Biden,,,,,,
329,TEST,Who was the first elected female Governor of Massachusetts?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Maura_Healey#:~:text=the%20first%20woman%20elected%20governor%20of%20Massachusetts,Maura Healey,Maura Tracy Healey,,,,,,,,,
330,TEST,On what date did Queen Elizabeth II of England die?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Death_and_state_funeral_of_Elizabeth_II#:~:text=8%C2%A0September%C2%A02022%2C%20at%2015%3A10%20(BST)%20(death),8-Sep-22,8-Sep-22,8-Sep-22,8-Sep-22,09/8/2022,09-8-2022,8/09/2022,8-09-2022,2022/9/8,2022/9/8,
331,TEST,"Who won the 2022 Nobel Prize in Chemistry from University of Copenhagen, Denmark?",,,,2022,N/A,FALSE,one-hop,never-changing,https://www.nobelprize.org/prizes/chemistry/2022/press-release/#:~:text=Morten%20Meldal%0AUniversity%20of%20Copenhagen%2C%20Denmark,Morten Meldal,Morten Peter Meldal,Morten Peter Meldal,,,,,,,,
332,TEST,Who wrote the best novelette of the 2022 Hugo Awards?,,,,2022,N/A,FALSE,one-hop,never-changing,https://lithub.com/here-are-the-winners-of-the-2022-hugo-awards/#:~:text=Best%20Novelette%3A%C2%A0%E2%80%9CBots%20of%20the%20Lost%20Ark%E2%80%9D%20by%20Suzanne%20Palmer,Suzanne Palmer,,,,,,,,,,
333,TEST,Who was the first player to win more than one FIFA World Cup Golden Ball?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/FIFA_World_Cup_awards#:~:text=At%20the%202022%20FIFA%20World%20Cup%2C%20Lionel%20Messi%20became%20the%20first%20player%20to%20win%20a%20second%20Golden%20Ball.,Lionel Messi,,,,,,,,,,
334,TEST,Who was the first player to score a goal at five FIFA Men's World Cup tournaments?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Cristiano_Ronaldo#International_career:~:text=On%2024%20November%2C%20in%20Portugal%27s%20opening%20match%20against%20Ghana%2C%20Ronaldo%20scored%20a%20penalty%20kick%20and%20became%20the%20first%20male%20player%20to%20score%20in%20five%20different%20World%20Cups.,Cristiano Ronaldo,,,,,,,,,,
335,TEST,When was the Day of Eight Billion?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Day_of_Eight_Billion#:~:text=The%20Day%20of%20Eight%20Billion%2C%20marked%20on%2015%20November%202022,15-Nov-22,15-Nov-22,15-Nov-22,15-Nov-22,11/15/2022,11-15-2022,15/11/2022,15-11-2022,2022/11/15,2022/11/15,
336,TEST,Who was the first female president of Slovenia?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Nata%C5%A1a_Pirc_Musar#:~:text=she%20was%20elected%20the%20first%20female%20president%20of%20Slovenia,Nataša Pirc Musar,,,,,,,,,,
337,TEST,How many Chinese paddlefish are left in the wild?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Chinese_paddlefish#:~:text=The%20Chinese%20paddlefish%20was%20officially%20declared%20extinct%20in%202022,zero,none,Chinese paddlefish was declared extinct by the International Union for Conservation of Nature in 2022.,,,,,,,,
338,TEST,Which university did Taylor Swift receive her honorary Doctor of Fine Arts degree from?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Taylor_Swift#:~:text=Swift%20received%20an%20honorary%20Doctor%20of%20Fine%20Arts%20degree%20from%20New%20York%20University,New York University,,,,,,,,,,
339,TEST,What was the first episode of The Simpsons to have all female creative leads?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/You_Won%27t_Believe_What_This_Episode_Is_About_%E2%80%93_Act_Three_Will_Shock_You!#:~:text=This%20is%20the%20first%20episode%20of%20The%20Simpsons%20to%20have%20all%2Dfemale%20creative%20leads.,You Won't Believe What This Episode Is About �?Act Three Will Shock You!,the 14th episode of the 33rd season,Episode 14 Season 33,,,,,,,,
340,TEST,What episode of The Simpsons marked the first time a deaf actor was cast on the show?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Sound_of_Bleeding_Gums#:~:text=This%20episode%20marked%20the%20first%20time%20a%20deaf%20actor%20was%20cast%20on%20The%20Simpsons,The Sound of Bleeding Gums,the 17th episode of the 33rd season,Episode 17 Season 33,,,,,,,,
341,TEST,What was the first film franchise to gross $28 billion?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/2022_in_film#:~:text=The%20Marvel%20Cinematic%20Universe%20became%20the%20first%20film%20franchise%20to%20gross%20%2426%20billion%2C%20%2427%20billion%2C%20and%20%2428%20billion%20with%20the%20releases%20of%20Doctor%20Strange%20in%20the%20Multiverse%20of%20Madness%2C%20Thor%3A%20Love%20and%20Thunder%2C%20and%20Black%20Panther%3A%20Wakanda%20Forever.,Marvel Cinematic Universe,,,,,,,,,,
342,TEST,Who was the first African American woman to appear on a quarter in the United States?,,,,2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Maya_Angelou#:~:text=She%20is%20the%20first%20Black%20woman%20to%20be%20depicted%20on%20a%20quarter.,Maya Angelou,,,,,,,,,,
343,TEST,How old was the youngest passenger on board the Titanic?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Millvina_Dean#:~:text=At%20two%20months%20old%2C%20she%20was%20also%20the%20youngest%20passenger%20aboard.,two months old,nine weeks old,72 days old,,,,,,,,
344,TEST,Which country hosts the most matches at the FIFA World Cup 2026?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://www.goal.com/en-us/news/world-cup-2026-fifa-104-game-format-usa-canada-mexico-three-team-groups-scrapped/blt7f41cb1de2aa37c4#:~:text=with%20the%20U.S.%20initially%20down%20for%2060%20matches%20while%20Canada%20and%20Mexico%20were%20due%20to%20stage%2010%20apiece,the USA,USA,the United States,United States,U.S.,the U.S.,the US,,,,
345,TEST,Who is the last player to win the Ballon D'or before the Messi–Ronaldo dominance of the award?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Ballon_d%27Or#Winners:~:text=2007-,1st,Kak%C3%A1,-%E2%80%A1",Kaka,Kaká,Ricardo Kaka,Ricardo Kaká,Ricardo Izecson dos Santos Leite,,,,,,
346,TEST,Who was the only student author of the paper that introduced the LSTM neural network architecture?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,http://www.bioinf.jku.at/publications/older/2604.pdf,Sepp Hochreiter,"Josef ""Sepp"" Hochreiter",Hochreiter,,,,,,,,
347,TEST,What's the capital of the largest state in America?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Alaska#:~:text=Alaska%20is%20the%20largest%20U.S.%20state%20by%20area
https://en.wikipedia.org/wiki/Alaska#:~:text=Capital-,Juneau,-Largest%20city",Juneau,,,,,,,,,,
348,TEST,Which city was the capital of California the year it became a state?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/San_Jose,_California#American_period:~:text=With%20California%27s%20Admission%20to%20the%20Union%20on%20September%209%2C%201850%2C%20San%20Jose%20became%20the%20state%27s%20first%20capital.",San Jose,San José,"San Jose, California","San José, California",,,,,,,
349,TEST,Where is the 8th president of the United States buried?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Martin_Van_Buren#Death:~:text=He%20is%20buried%20in%20the%20Kinderhook%20Reformed%20Dutch%20Church%20Cemetery,"Kinderhook, NY","Kinderhook, New York",Kinderhook,New York,,,,,,,
350,TEST,"Where was the author of the book ""A Game of Thrones"" born?",,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/George_R._R._Martin#Early_life:~:text=Bayonne%2C%20New%20Jersey%2C%20U.S.,"Bayonne, NJ",Bayonne,New Jersey,,,,,,,,
351,TEST,Who was the emperor of China when the American Revolutionary War ended?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/American_Revolutionary_War#:~:text=The%20American%20Revolutionary%20War%20(April%2019%2C%201775%20%E2%80%93%20September%203%2C%201783)
https://en.wikipedia.org/wiki/Qianlong_Emperor#:~:text=officially%20from%2011%20October%201735%20to%208%20February%201796",Qianlong,Qianlong Emperor,Qian Long,Long Qian,,,,,,,
352,TEST,When did Naughty Dog release its first game on the PS1?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/List_of_Naughty_Dog_video_games#:~:text=NA%3A-,September%209%2C%201996,-%5B2%5D",1996,9-Sep-96,9-Sep-96,9-Sep-96,9-Sep-96,09/9/1996,09-9-1996,9/09/1996,9-09-1996,1996/9/9,
353,TEST,The town that Sigmund Freud was born in is currently called by what name?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Sigmund_Freud#:~:text=Sigmund%20Freud%20was%20born%20to%20Ashkenazi%20Jewish%20parents%20in%20the%20Moravian%20town%20of%20Freiberg%2C%5B12%5D%5B13%5D%20in%20the%20Austrian%20Empire%20(in%20Czech%20P%C5%99%C3%ADbor%2C%20now%20Czech%20Republic),Příbor,"Příbor, Czech Republic",Pribor,,,,,,,,
354,TEST,Along what tectonic plate boundary were yeti crabs first discovered?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Kiwa_hirsuta#:~:text=It%20was%20found%20along%20the%20Pacific%2DAntarctic%20Ridge,Pacific-Antarctic Ridge,Pacific Antarctic Ridge,PAR,,,,,,,,
355,TEST,Which province borders Shanghai to the north?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Geography_of_Shanghai#:~:text=north%20and%20west%20to%20Jiangsu%20province,Jiangsu,Jiangsu province,,,,,,,,,
356,TEST,Where was the primary designer of AlexNet born?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Alex_Krizhevsky#:~:text=Alex%20Krizhevsky%20is%20a%20Ukrainian%2Dborn%20Canadian,Ukraine,,,,,,,,,,
357,TEST,What is the main character's name in the last novel Jane Austen published while alive?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Emma_(novel)#:~:text=Emma%2C%20written%20after%20Austen%27s%20move%20to%20Chawton%2C%20was%20her%20last%20novel%20to%20be%20published%20during%20her%20lifetime,Emma,Emma Woodhouse,,,,,,,,,
358,TEST,After which country did Marie Curie name the first element that she discovered?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Marie_Curie#:~:text=She%20named%20the%20first%20chemical%20element%20she%20discovered%20polonium%2C%20after%20her%20native%20country.,Poland,,,,,,,,,,
359,TEST,When was the bass player of Miles Davis's first quintet born?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Paul_Chambers#:~:text=Born-,April%2022%2C%201935,-Pittsburgh%2C%20Pennsylvania",1935,22-Apr-35,22-Apr-35,22-Apr-35,22-Apr-35,04/22/1935,04-22-1935,22/04/1935,22-04-1935,1935/4/22,
360,TEST,What organization handles the equivalent of the Nobel prize for computer science?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Turing_Award#:~:text=The%20ACM%20A.%20M.%20Turing%20Award%20is%20an%20annual%20prize%20given%20by%20the%20Association%20for%20Computing%20Machinery%20(ACM),Association for Computing Machinery (ACM),,,,,,,,,,
361,TEST,Who is the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Ariana_Grande#:~:text=In%202020%2C%20Grande%20became%20the%20highest%2Dearning%20woman%20in%20music%20on%20Forbes%27s%202020%20Celebrity%20100%20list,Ariana Grande,Ariana Grande-Butera,,,,,,,,,
362,TEST,How many athletes are there in the top 10 of the Forbes' Celebrity 100 list in 2020?,,,,before 2022,N/A,FALSE,multi-hop,never-changing,https://www.forbes.com/celebrities/list,5,five,,,,,,,,,
363,TEST,Has Virginia Woolf's novel about the Ramsay family entered the public domain in the United States?,,,,2023,N/A,FALSE,multi-hop,never-changing,"https://publicdomainreview.org/blog/2023/01/public-domain-day-2023/#:~:text=Lang%27s%20Metropolis%2C-,Virginia%20Woolf%E2%80%99s%20To%20the%20Lighthouse,-%2C%20and%20the%20works",Yes,,,,,,,,,,
364,TEST,How old was Roger Federer when he retired from tennis?,,,,2022,N/A,FALSE,multi-hop,never-changing,https://www.dailymail.co.uk/sport/tennis/article-11215717/Roger-Federer-announces-retire-tennis-age-41.html#:~:text=Tennis%20legend%20Roger%20Federer%C2%A0has%20announced%20he%20will%20retire%20from%20the%20sport%20at%20the%20age%20of%2041.,41,41 years old,,,41 years,,,,,,
365,TEST,What is the name of the 2022 Atlantic hurricane season's first major hurricane?,,,,2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/2022_Atlantic_hurricane_season#:~:text=Among%20them%2C%20Hurricane%20Fiona%20became%20the%20season%27s%20first%20major%20hurricane%20on%20September%C2%A020,Hurricane Fiona,Fiona,,,,,,,,,
366,TEST,In what city did the first successful heart transplant from a pig to a human patient take place?,,,,2022,N/A,FALSE,multi-hop,never-changing,"https://www.medschool.umaryland.edu/news/2023/lessons-learned-from-worlds-first-successful-transplant-of-genetically-modified-pig-heart-into-human-patient-.html#:~:text=This%20groundbreaking%20procedure%20was%20conducted%20by%20University%20of%20Maryland%20School%20of%20Medicine%20(UMSOM)%20physician%2Dscientists%20back%20in%20January%202022%20and%20marked%20an%20important%20milestone%20for%20medical%20science.
https://www.medschool.umaryland.edu/#:~:text=W.%20Baltimore%20Street%2C-,Baltimore%20MD,-21201",Baltimore,"Baltimore, Maryland","Baltimore, MD","Baltimore, Maryland, United States","Baltimore, MD, USA",,,,,,
367,TEST,Which football player has a personal logo with the same initials as those in King Charles III’s Royal cypher?,,,,2022,N/A,FALSE,multi-hop,never-changing,https://www.dailymail.co.uk/news/article-11253589/King-Charles-IIIs-new-cypher-likened-Cristiano-Ronaldos-CR7-logo-Real-Madrid-badge.html#:~:text=King%20Charles%27%20new%20cypher%20has%20caused%20a%20stir%20on%20social%20media%20due%20to%20its%20startling%20resemblance%20to%20Cristiano%20Ronaldo%27s%20own%20personal%20logo.,Cristiano Ronaldo,Ronaldo,CR7,Cristiano Ronaldo dos Santos Aveiro GOIH ComM,,,,,,,
368,TEST,How old was Queen Elizabeth II when she died?,,,,2022,N/A,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Elizabeth_II#:~:text=September%202022%20(-,aged%C2%A096,-)%0ABalmoral%20Castle",96 years old,96,,,,,,,,,
369,TEST,What killed the King of Soccer?,,,,2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Pel%C3%A9#:~:text=Pel%C3%A9%20died%20on%2029%20December%202022%2C%20at%203%3A27%20pm%2C%20at%20the%20age%20of%2082%2C%20due%20to%20multiple%20organ%20failure%2C%20a%20complication%20of%20colon%20cancer.,"multiple organ failure, a complication of colon cancer",colon cancer,cancer,,,,,,,,
370,TEST,How many years did it take for the population of the world to reach 8 billion from 7 billion?,,,,2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/World_population_milestones#:~:text=eight%20billion%20in%202022%2C%2011%20years%20later,11 years,,,,,,,,,,
371,TEST,In what city did the first rail line entirely run by hydrogen-powered trains debut?,,,,2022,N/A,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Hydrail#Operating_trains_by_country:~:text=In%20August%202022%2C%20the%20first%20rail%20line%20entirely%20run%20by%20hydrogen%2Dpowered%20trains%20debuted%20in%20Bremerv%C3%B6rde%2C%20Lower%20Saxony,Bremervörde,"Bremervörde, Lower Saxony, Germany",,,,,,,,,
